Question_en,Answer_en
Is there a reason why the payment amount for sales analysis and marketing analysis are different?,"You may inquire if there is a problem because the 'Payment Amount' shown in the [Sales Analysis] report and the 'Payment Amount' shown in the [Marketing Analysis] for the same selected period in BizAdvisor statistics are different. In this help, you may inquire whether there is a problem with the report. We will explain the content related to the inquiry that the 'payment amount' is different depending on the case. Each report in BizAdvisor statistics provides a report based on the time when the following events/actions occurred in the [selected period]. - Sales analysis: Time of payment Standard - Marketing analysis: Based on the time of inflow - Shopping behavior analysis: Based on the time when product detail inquiry/page view occurred The indicator standards shown in the 'selected period' under [Sales Analysis] and under [Marketing Analysis] are different as above. The 'payment amount' information varies depending on the report. To help you understand more specifically, we will explain the following case as an example. (A) Inflow and payment situation (B) The extent to which the inflow contributed to payment (14-day contribution) Estimation) Example of estimation using a contribution model 1. Method shown in reports under sales analysis Reports under sales analysis provide information based on [time of payment] and show all payment amounts incurred during the period. ( Regardless of whether the marketing channel is connected, all payment amounts are included in the total payment amount, and the 'total payment amount' in the reports under sales analysis are all the same) [Sales Analysis > Product/Marketing Channel] report also has the same [Payment time] Information is provided based on ], and it shows whether the payment that occurred during the [viewed period] was caused by the contribution of any past marketing channel before payment. (Report that focuses on payment and shows the contribution of each marketing channel) ※ Reference. It is difficult to determine information related to 'inflow time' in the sales analysis sub-report. In the case above, 1 payment occurred on 4/14, amounting to 100,000 won, so the report is provided as follows. [Sales Analysis > Sales 'Table' in [Performance] (simply summarizes the situation that occurred in (A) above, based on the date the payment occurred) Report viewing period: 2022.04.01 ~ 2022.04.14 (The payment date is April 14th, so any information including that date Even if you select a date, it is displayed as shown below) 'Table' in [Sales Analysis > Product/Marketing Channel] The purpose of this report is to show which marketing channel's contribution contributed to the 'payment' that occurred in the selected period. . (In the situation (A) above, it shows the situation in (B) where payment is distributed according to the contribution model) Report inquiry period: 2022.04.01 ~ 2022.04.14 When viewed on 2022.04.15 Report inquiry period: 2022.04.14 One day Even if you just search, you will see the same results as the table above. (One payment occurred on 4/14, and that payment was influenced by the marketing channel for the past 14 days. In this report, if you select a period, the number of payments made Since only the perspective is considered and the incoming perspective is not considered, [Sales Analysis > Product/Marketing Channel] looks the same as the table above.)2. How it is displayed in reports under Marketing Analysis [Marketing Analysis] Reports under Marketing Analysis are reports whose purpose is to show the payment performance of the 'inflow' that occurred in the selected period. (Payment information paid without inflow does not appear) To the site Information is provided based on the [inflow time], and this report shows how much the [inflow] that occurred during the [selected period] contributed to the [payment] that occurred thereafter by the 'inflow time'. (Marketing analysis sub-report) It is difficult to determine information related to 'payment time'.) In the case above, the report inquiry period is: 2022.04.01 ~ 2022.04.14. If the inquiry was made on 2022.04.15, the table shows as follows. If you select only [2022.04.01] as the report viewing period and view it on April 15th, it will be displayed as follows. The inflow that occurred in the above selected period [2022.04.01] was only one [Naver Guaranteed Display Advertisement], and this inflow did not contribute to the payment in terms of the contribution model [Payment (based on last click)], and [Payment (+14 days) When looking at the contribution estimate), the report shows that 3%, or 030,000 won (3,000 won), was contributed for the 100,000 won paid on [2022.04.14], which is 3% of payment contribution. The report viewing period is [2022.04.02 ~ 2022.04] If .13] is selected and viewed on April 15th, it is displayed as follows. There were only two inflows that occurred during the period selected above [2022.04.02 ~ 2022.04.13], and these inflows did not contribute anything based on the contribution model [(based on last click)], and were calculated as [payment (+14 days contribution estimate)]. When looking at the payment contribution of 10%, 7%, it appears that 10%, 7%, or 10,000 won, or 070,000 won (7,000 won) has been contributed to the 100,000 won paid on [2022.04.14]. ※ Note. · Sales analysis sub. In reports, all payments made during the selected viewing period are included in the (total) payment amount, regardless of whether or not a marketing channel is connected. The ‘Total Payment Amount’ in all sales analysis sub-reports is the same. (In [Sales Analysis > Product/Marketing Channel], payments that are not connected to a marketing channel are displayed as (unknown) in the marketing channel name (channel group, channel name, channel detail).) · In reports under marketing analysis, the selected Only payment amounts related to the marketing channels introduced during the viewing period are included in the (total) payment amount. Payments without marketing channel attribution are not included.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
Difference between advertising platform payment amount and BizAdvisor statistics payment amount and related FAQ,"There are frequent inquiries about the difference between the payment amount (conversion sales amount) shown in the conversion analysis service of advertising platforms (Naver Search Ads, Naver Performance Display Ads) and the payment amount in BizAdvisor statistics, so this help is intended to explain this. There is bound to be a difference between the [payment amount] (= conversion sales amount) shown in the conversion analysis service of [advertising platform] and the [payment amount] shown in [BizAdvisor statistics]. To help you understand, the following examples are provided. Let me explain with an example. 1) Payment amount in BizAdvisor statistics [Marketing Analysis > All Channels] (This help explains only the payment amount in [Marketing Analysis > All Channels] among the various payment amounts shown in BizAdvisor statistics. Various payment amounts shown in BizAdvisor Please refer to the help below for information.) ​Why the payment amount for sales analysis is different from the payment amount for marketing analysis Go to help≫ BizAdvisor statistics are a type of site analytics statistics used to promote the site. All marketing channels] and their conversion information are comprehensively provided. (On the other hand, the conversion analysis of the advertising platform only provides conversion analysis information about clicks/inflows that occurred from the advertising platform's perspective.) In the case above, BizAdvisor Provides information on all inflows from [April 1 to April 14], and when a payment occurs, it considers all marketing channels to be related to the payment and provides a report. For example, BizAdvisor Statistics [Marketing] In [Analysis > All Channels], if you search from 2022.04.01 to 2022.04.14, information is displayed as follows. (Information on inflow and conversion for all marketing channels where inflow occurred is shown.) Additionally, BizAdvisor statistics In [Marketing Analysis > All Channels], information is provided based on [inflow time]. (It is not provided based on payment time. In the [Sales Analysis > Product/Marketing Channel] report, payment and marketing channel inflow is based on ‘payment time’. It shows the relationship.) For more information about this, please refer to the help below. Why the payment amount for sales analysis and the payment amount for marketing analysis are different Go to Help ≫ 2) ‘Payment amount’ (conversion amount, conversion sales amount, etc.) in the advertising platform ‘Conversion Service’ ​Considering all marketing channel inflows to the site Unlike the analytics service, the conversion analysis service on the advertising platform only considers 'clicks/inflows that occurred on the relevant advertising platform'. In the case above, BizAdvisor statistics consider all five inflows, but the conversion of the advertising platform The analysis service only considers clicks/inflows from the relevant advertising platform. In the case above, in the case of [Naver Search Advertising Platform], only the marketing channels indicated below are considered, and within that, the marketing channel closest to payment is considered to have contributed 100%. (Naver Last-click attribution model, which considers only search ads and distributes 100% of the credit to the closest ad click among the ad clicks that occurred within 15 (or 20) days before payment) In the case above, in the case of [Never Performance Display Ad], the following Only the indicated marketing channels are considered, and the marketing channel closest to the payment is considered to have contributed 100%. ※ Note. - In the last click attribution model on the advertising platform, when a payment (conversion) occurs, the click/inflow from the advertising platform closest to the payment in the past 15 to 20 days is 100% contributed. Therefore, it does not matter if the advertisement clicks/inflow are not on the same date as the payment. - Whether or not you can see the clicks/inflow of the advertising platform up to the past few days from the payment (conversion) varies depending on the advertising platform, but it is usually about 15 to 20 days. no see. (Please refer to the help of the relevant advertising platform.) - In the advertising platform's report, ad clicks are shown on the click date, and payment (conversion) is shown on the payment (conversion) date. (In the case of BizAdvisor statistics, reports are displayed based on the inflow date in [Marketing Analysis], and reports are displayed based on payment date in [Sales Analysis]) Frequently Asked Questions (FAQ)​Q1) In BizAdvisor Statistics, [Marketing Analysis>All Channels] In 'Naver Site Search Ad', payment is made, but no conversion to Naver Search Ad is detected. Why is that so? ​(a) You must check whether you are viewing payment information at the same time. - (a) The report under [Marketing Analysis] of BizAdvisor statistics provides information on the date of inflow. (The time of payment does not appear in this report.) - (b) The report under [Sales Analysis] of BizAdvisor statistics provides information on the date to which the time of payment belongs. - (c) The conversion analysis report of the advertising platform refers to the number of clicks on advertisements. Information is provided on the date when the advertisement is clicked, and payment (conversion) information is provided on the date when the payment occurs. (a) BizAdvisor Statistics' [Marketing Analysis] report and (c) the advertising platform's conversion analysis report are provided on the same date/ Even if you select a period, the information displayed for that date period is different. Because of this, the payment amount on the same date is often different. (b) Because the way to identify customers (users) in BizAdvisor and the way to identify customers in 'Naver Search Ads' are different, conversions may not be captured in Naver Search Ads. In 'Naver Search Advertising', when connecting an ad click and payment (conversion), if the terminal/browser where the ad click occurred and the terminal/browser where payment was made are different, the person who clicked on the ad and the person who made the payment are treated differently, so the ad and payment are connected. Since the payment (conversion) value is not given, BizAdvisor attaches a payment conversion value to the advertisement by finding as much information as possible about whether the terminal/browser on which the advertisement was clicked and the terminal/browser on which payment was made are different even if the terminal/browser on which the payment was made is different. There may be cases where the value is greater than the value in the Naver Search Ad (SA) report, or there is no conversion value in the Naver Search Ad (SA) report, but there is a conversion value in BizAdvisor. Q2) For the same period, BizAdvisor statistics [ In [Marketing Analysis > All Channels], the [Conversion Sales Amount] shown in the Naver Search Ad Ad Management Tool is larger than the [Payment (Last Click 0) payment amount for the same marketing channel [Naver Site Search Ad]. Why is this? A ) ​The payment amount shown in BizAdvisor statistics [Marketing Analysis] and the payment amount (conversion sales) of the advertising platform are different due to the differences mentioned above. Nevertheless, in the case of [Payment (Last Click)] in BizAdvisor statistics [Marketing Analysis] You can also compare with advertising platforms, but in the example below, we will only compare on April 15th, when payment occurred. In the case above, in [Payment (based on last click)] in BizAdvisor statistics [Marketing Analysis], (5) [Naver Shopping Search] takes 100% of the contribution, and the amount becomes 100,000 won, and (4) [Naver Shopping Search Advertisement] The contribution of 0 is 0%, or 0 won, but on the Naver search advertising platform, (4) [Naver Shopping Search Ad] takes 100% of the contribution, and the payment amount is 100,000 won. In this case, [Naver Search Advertising Platform] ]'s [Naver Shopping Search Ad]'s 'conversion sales' is 100,000 won, but in BizAdvisor statistics, the 'payment amount' is shown as 0 won, and the 'conversion sales' in [Naver search advertising platform] is KRW 100,000 in BizAdvisor statistics. 'It becomes bigger than that.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
URL parameter values ​​have been set. When will it be reflected in custom channels?,"When a customized link is clicked, it is immediately collected and reflected in the real-time report. However, reports provided in daily batches are reflected the next day after setting.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
Payment amount standard for marketing analysis,"In reports under marketing analysis, only payment amounts related to marketing channels introduced during the selected viewing period are included in the (total) payment amount, and payments without marketing channel contribution are not included. Payment (based on last click) - Payment occurrence It shows the indicators based on the last marketing channel clicked just before. - The payment (based on last click) indicator counts the amount of payment made on the same day immediately after inflow through the relevant marketing channel. Example) If 50,000 won is paid after entering the site through Naver Shopping search advertisement and Naver site search advertisement on the same day, the payment amount of 50,000 won is captured only for 'Naver site search advertisement'. Payment (+14 days contribution estimate) - Marketing channel We track inflows for 14 days to show how much that channel contributed to payments. If multiple marketing channels contributed, one payment is shown divided into multiple channels. - This indicates the amount that the marketing channel contributed to the payment amount within 14 days from the marketing execution date. Example) Multiple marketing in one payment If a channel contributed, the payment amount is divided by channel according to the contribution rate. The buyer: ① 10/13 Search for a teddy bear through Naver search ads and access the store; ② 10/17 Search for a teddy bear through Naver Shopping search, then access the store and purchase the product. If you make a purchase, the marketing channel in the past 14 days of payment is considered to have contributed to the payment, and the payment amount is divided appropriately. (Example, Naver search advertisement 20,000 won / Naver shopping search 30,000 won) ※ Note. [Marketing Analysis] sub-reports are reports whose purpose is to show the performance of the 'inflow' that occurred in the selected period in terms of payment. (Payment information made without inflow does not appear) Information is provided based on [inflow time] to the site, and the 'inflow time' shows how much the inflow that occurred during the selected period contributed to subsequent payments. (It is difficult to identify information related to ‘payment time’ in the marketing analysis sub-report.)


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Related Help/Keywords

Is there a reason why the payment amount for sales analysis and marketing analysis are different?



Close help"
What can I check in the shopping behavior menu for each product?,"In the product-specific menu of shopping behavior analysis, you can analyze the main actions of customers that occur when paying for a product. [Dimension] Dimension Description Product Category (Large) This is the (large) category selected when registering the product in Smart Store. Product Category (Medium) This is the (Medium) category selected when registering the product in Smart Store. Product Category (Small) This is the (small) category selected when registering the product in Smart Store. Product Category (Three) This is the category selected when registering the product in Smart Store. Product Name: This is the product name entered when registering the product in Smart Store. Product ID: This is the unique product number given when registering the product in Smart Store. Delivery type Product delivery processing type (general delivery, departure today, guaranteed arrival, other). ﻿﻿※ Note. Delivery type information has been provided since Thursday, September 21, 23, and for dates before that, the delivery type is indicated by a hyphen. It is displayed as (-). Accordingly, in the [Payment rate compared to product detail inquiry by delivery type] chart, if the inquiry period includes dates before September 21, 2023 (Thursday), a hyphen (-) is displayed in the delivery type on the X axis. It can be. [Indicator] Indicator Group Indicator Description Action Product Detail Views Count the number of views on the product detail view page. Payment Payment amount This is the amount actually paid per time period/product. (Same as 'Sales') Quantity of paid products Indicates the total quantity of products sold. Payment rate compared to detailed views Calculates the quantity of products paid per detailed view and shows the payment probability. (=quantity of paid products/number of product details views)


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
What happens if the number of product detail views is 0 in shopping behavior analysis?,"If the product detail view count is 0 and the payment amount and payment product quantity are not 0, it means that an additional component product was paid together with the main product. Since the number of views occurring on the product detail page is based on the original product, the number of views for additional products is not counted separately. ※ Note. The number of product detail views is counted each time the product details page is entered, and the number of actions is counted without filtering, regardless of the visitor's identification information (ID, IP, etc.).


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
What can I check in the page-by-page report?,"※ reference. This report is provided from July 31, 2019, and data is provided when the inquiry start date is after July 29, 2019. In the page-by-page report, [for each page URL, number of pages, retention time, average retention time] Provides information. By using information on how many times a certain page is viewed and how long the user stays on that page, you can find out the user's reaction to the page.! caution. · To prevent excessive fragmentation (increasing lines) of the [Page URL] shown in the report, the information is provided by grouping it into the same URL after excluding the parameters and values ​​attached to the URL. · Additionally, to prevent the same host information from taking up the screen, the host part is omitted from the URL and provided. Example) The actual URL is [ https://www.abc.com/index.html?product_id=1&category=2 ], the part below is excluded from the actual URL. · Excluding [https://], [http://] · Excluding the host part [www.abac.com] · Excluding the parameter and value parts [?product_id=1&category=2] Excluding the remaining part [/index.html ] is provided as the page URL. [Dimension] Dimension description
Page URL This is the URL of the site the user visited. Provided excluding host, parameter, and value.
[Indicator] Dimension description
Number of pages: The number of times a user views the page URL.
Dwell time: The total amount of time users stayed on each page URL. When two or more pages are viewed during a visit, dwell time is calculated. If only one page is viewed during a visit, dwell time is calculated as 0. To clearly distinguish between 0 and non-zero seconds, we provide numbers rounded up to the nearest millisecond. (In the Excel download file, milliseconds are clearly displayed.) <Provision format> If the total stay time is [3 hours, 25 minutes and 20 seconds], it is provided as [03:25:20]. The average stay time is provided by the user. This is the average time spent on the page URL. (=staying time/number of pages) <Provided format> If the average staying time is [1 minute and 47 seconds], it is provided as [00:01:47].


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
"In the shopping action menu for each product, the product name is listed, but the category is unknown, and the product ID is displayed as a blank (-). Why is that so?","If the product has been deleted, the product ID area will be blank as shown in the image below.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
What can I check in the market benchmark menu?,"In the [Market Analysis > Benchmark] report, you can compare the indicators of your site with the indicators of other site groups to understand the position and efficiency of each indicator of your site. ※ reference. The site group includes only the [Smart Store] site. (Sites other than smart stores and shopping windows are not included at all.) [Dimension] Dimension Description Date Date for index extraction. A group of sites within a site group or sites to be compared. - 1 for sites opened in 2021 - 1 site within 11 groups according to the annual order amount during 2021 for sites opened before 2020, for a total of 13 groups. [Indicator] Indicator Description Inflow: Shows the average number of site visits to sites belonging to the group. If there is no date, it is provided as the sum of the average values ​​for each day. Number of payments: Shows the average number of payments for sites belonging to the group. If there is no date, it is provided as the sum of the average value by day. Payment rate per inflow Shows the payment rate that occurred per inflow (= number of payments / number of inflows) Payment amount This is the average payment amount of sites belonging to the group. (Amount actually paid, excluding product discount amount, shipping cost, etc.). If there is no date, it is provided as the sum of the average values ​​for each day. Payment amount per inflow Shows the payment amount incurred per inflow (= payment amount / number of inflows)※ Note. The above indicators for [My Site] among the [Site Group] items show indicators for the currently selected site. Other sites among the [Site Group] items (e.g. more than 300 million to less than 500 million won per year) The above indicators show the average value of each indicator considering the large number of sites that exist in the group (annual sales range and opening in 2021) (e.g. in the [annual sales range of over 300 million to less than 500 million won] section). If there are 3 sites, and the number of inflows is 100, 200, and 600, the value of (100+200+600)/3 = 300 is shown in the 'inflow' of this group) [Based on the site group of the dimension] The site group is created as a site. It is divided as follows depending on the period, annual sales, etc.
























































site group

explanation

my site

Currently selected on the report screen
  group of sites

10 billion ~ 40 billion per year

Before 2020
  Opening + Group of sites with annual sales of KRW 10 billion to KRW 40 billion in 2021

2.4 billion ~ 10 billion per year

Before 2020
  Establishment + Group of sites with annual sales of 2.4 to 10 billion won in 2021

1 billion ~ 2.4 billion per year

Before 2020
  Opening + Group of sites with annual sales of 1 billion to 2.4 billion in 2021

500 million ~ 1 billion per year

Before 2020
  Opening + Group of sites with annual sales of 500 million to 1 billion won in 2021

300 to 500 million won per year

Before 2020
  Opening + Group of sites with annual sales of 300 million to 500 million won in 2021

160 million ~ 300 million per year

Before 2020
  Opening + Group of sites with annual sales of 160 million to 300 million in 2021

100 million ~ 160 million per year

Before 2020
  Opening + Group of sites with annual sales of 100 million to 160 million in 2021

0.3 billion ~ 100 million per year

Before 2020
  Opening + Group of sites with annual sales of 30 million to 100 million won in 2021

KRW 0.1 billion to KRW 0.3 billion per year

Before 2020
  Establishment + Group of sites with annual sales of 10 million to 30 million won in 2021

0.01 billion ~ 0.1 billion per year

Before 2020
  Establishment + Group of sites with annual sales of 1 million to 10 million won in 2021

Less than 0.01 billion per year

Before 2020
  Opening + Annual sales in 2021: 1 million won
  The group to which sites with less than

Opening in 2021

in 2021
  Established site
※ reference. For site groups other than my site, only sites with annual sales of 1 won or more were considered. [Compare with desired representative category and site group] Starting from Wednesday, April 11, 2018, 'Representative Category' and 'Site Group' filters will be provided at the top of the benchmark report. If you apply the filter in the image at the top, the information (charts and tables) on all benchmark report screens except for My Site will be filtered and provided. For example, if you select 'Food' in the representative category, the representative category will be 'Food'. 'You can compare the average site in the set of in-sites and the My Site value according to site group. ※ Note. The 'Representative Category' used in the benchmark report is information created based on the information selected by each Smart Store seller in the 'Representative Product Category' among the information in the [Smart Store Center > Seller Information > Seller Information] menu.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
Sales performance forecast report,"The [Insight > Sales Performance Forecast] report is a report that uses payment amount data from the past 90 days and shows the payment amount forecast for a week (7 days) in the future, including today, in a chart. [Chart Description] The chart shows the payment amount data for the past 6 weeks. Payment amount data and payment amount forecast for the next 7 days (one week) including today are displayed.※ Note. · Payment amount data from the past 90 days is considered, but the screen only shows data from the past 6 weeks (42 days) from yesterday. · Future forecasts are provided for one week (7 days) into the future, including predictions of today's payment amount. · Forecasts are provided only when there are at least 81 days of payment amount data out of the past 90 days. (If there are more than 10 days without payment, the forecast is not provided.) · The forecast for a week (7 days) including today is updated around 8:00 on the same day! caution. · The sales performance prediction report is a report that predicts future payment amount based on past data. The prediction may be wrong, so please use it for simple reference only.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
How to use customer status,"This is a menu where you can check the increase/decrease trend by period for all customers, existing customers, and new customers, as well as the gender/age ratio. Customer Status Graph · Order Customer Customers who have completed payment at least once in all channels of the store during the relevant period are marked as ‘order customers’ and are counted only once per person. 1) Total number of customers: Customers who made a payment during the inquiry period Number 2) Number of existing customers (repurchasing customers): (Total ordering customers - new customers) Number of customers excluding new customers from the total number of customers3) Number of new customers: Payment history (purchase history) for the past 2 years (730 days) ) Number of customers who did not have a repurchase※ Note. The repurchasing customers in the repurchase status may appear different from the customer status because they are confirmed as the number of customers with a history of repurchasing within the set inquiry period (weekly, monthly). · Interested Customers Starting from October 19, 2022, store wishlists and news notifications have been integrated into receiving notifications. Interested customers refer to both store wishlists and customers who receive notifications who have expressed interest in the store (excluding duplicate customers), and by store ( (by channel). The number of customers refers to the number of people who have made a payment, and is counted only once per person. Example) When making a total of 3 purchases on November 1st, 2nd, and 3rd, when tallying weekly in November, the customer is counted as 1. You can check the number of customers who have ordered by person from July 1, 2014, and the number of interested customers from December 2, 2015, up to the previous day's data. The data is updated every day at 6 a.m. and ends at 12 p.m. (00:00). Between 6:00 a.m. and 6:00 a.m., data from the previous period is displayed.· We provide information on the sex (Male/Female) and age (age) of the ordering customer by gender/age. Age is displayed in Korean age, not age. Those under 18 are labeled as teenagers, and those over 60 are labeled as 60 or older. · We are providing information on the number of customers by customer level (VVIP, VIP, Gold, Silver). ※ Note. If you have carried out marketing, please check the statistics menu below. You can check the purchase conversion rate and point accumulation status of products that provide benefits in [Benefit Management > Benefit Report]. You can check whether the percentage of repeat customers and order amount have increased in [Statistics > Repurchase Statistics].


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
I would like to know the standards for each item of customer status.,"Customers who have completed payment at least once across all channels of the store during the period are marked as 'order customers' based on order completion, and are counted only once per person. · Total order customers: Number of customers who made a payment during the inquiry period · Existing customers (repurchasing customers): Number of customers excluding new customers from the total number of customers (total order customers - new customers) · New customers: Over the past two years (730 (Example) Number of customers who did not have payment history (purchase history) for 3 days) If the same buyer purchases 3 times in total on May 1st, 2nd, and 3rd, the customer counted for the week of May is counted as 1 ※ Note. · Since the number of customers refers to the number of payments, it is not deducted even in case of cancellation/refund. · The number of customers can be checked from July 1, 2014 to the previous day's data. · The repurchasing customers in the repurchase status may look different from the customer status because they are confirmed as the number of customers who have repurchased within the set inquiry period (weekly, monthly). can.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
I want to know the criteria for interested customers.,"Starting from October 19, 2022, store favorites and news notifications have been integrated into receiving notifications. The number of interested customers refers to both store favorites and customers who receive notifications who have expressed interest in the store, and is counted by store. (Excluding duplicate customers, counted by channel) The number of customers refers to the number of people who have made a payment, and is counted only once per person. Example) Customers when making a total of 3 purchases on November 1st, 2nd, and 3rd when tallying weekly in November You can check the number of ordering customers from July 1, 2014, and the number of interested customers from December 2, 2015 to the previous day's data. The data is updated every day at 6 a.m. and ends at 12 p.m. (00 o'clock) to 6 a.m. is exposed as data from the previous period.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
I would like to know the criteria for indicating a customer's gender/age.,"We inform you of the ordering customer's sex (male/female) and age (age). Age is indicated in Korean years, not age. For those under 18, it is indicated as teenagers, and for those over 60, it is indicated as 60 or older. It's possible.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
I would like to know the standards indicated on orders/refunds.,"This is information on the number of payments and refunds by order number by date for all customers. · Number of orders: The number of orders calculated based on the payment date and time. · Number of refunds: Cancellations completed calculated based on the date and time of refund completion (even cancellations after purchase confirmation) (including)/Number of returned orders. ※ Note. The standard for the number of orders is 'order number'.ex) Even if the same buyer orders 5 options at once and the product order numbers are 5, if they are tied to 1 order number, it is counted as one order. The same buyer orders twice on the same date. If you do this, there are 2 order numbers, so it is counted twice.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
How to check repurchase statistics,"The criteria for items shown in the detailed repurchase status information at the bottom of the [Statistics > Repurchase Statistics] menu are as follows. In addition, repurchase statistics are displayed by adding up all channels (smart store, shopping window). Detailed information on repurchase status Number of standard purchasers This is the total number of customers whose purchase has been confirmed. Therefore, even if payments at a certain point have increased, there may be a time lag in confirming the number of buyers in repurchase statistics. Same as the number of repeat buyers, it means the number of buyers who have purchased more than twice based on the purchase confirmation.ex) Buyer A has 3 Purchase once, if buyer B purchases twice, counting as 2 - Monthly: Repurchasers with two or more confirmed purchases from the 1st to the last day of the month - Weekly: Repurchasers with two or more confirmed purchases from Monday to Sunday every week (※ Note. If the order number is the same, the same product is calculated as a one-time purchase.) Purchase AmountPurchase amount refers to the total payment amount for purchases confirmed at least once during the inquiry period. (Including the purchase amount of repeat customers) The purchase amount is based on the ‘order amount (excluding shipping costs and additional products)’ paid by the buyer, not the ‘sales price’ and ‘discount price’ on the product detail page. ※ reference. Purchase amounts canceled (ex officio) after purchase confirmation are not reflected. Repurchase amount The sum of the repurchaser's payment amount is calculated based on the purchase confirmation. The repurchase amount is based on the 'order amount (excluding shipping costs and additional products)' paid by the buyer, not the 'sale price' or 'discount price' on the product detail page. no see. ex) If customer A confirms two purchases in August as shown below, the payment date is in July, but since the purchase confirmation date is in August, the payment amount is processed as the repurchase amount in August. 1) Payment made on July 29th → Purchase confirmed on August 10th (Payment amount: KRW 100,000) 2) Payment made on July 30th → Purchase confirmed on August 11th (Payment amount: KRW 50,000) = August repurchase amount KRW 150,000 (=KRW 100,000 + KRW 50,000) Repurchase amount ratio (repurchase amount * 100) / (purchase amount), check the proportion of repurchase compared to the total purchase amount in %. Repurchase customer ratio (repurchase customer * 100) / (purchase customer), proportion of repurchase customers compared to total customers Confirm with %.※ Note. The total purchase amount or customer represents the proportion of the total within each week or month set as the viewing period.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
[Shopping Vertical Advertisement] What is a shopping vertical advertisement?,"This is a CPM billing advertisement that uses Naver's recommendation technology to expose products with a high probability of conversion to customers with purchase intent through the shopping vertical service (Fashion Town). Currently, registration and processing is possible for products from sellers located in Fashion Town, and the target audience will be expanded in the future. Go to Shopping Vertical Advertising Information Page》Go to Shopping Vertical Advertising Notice》


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
[Shopping Vertical Advertisement] How do I run a shopping vertical advertisement?,"This can be done for Fashion Town sellers, and the store must be linked to Naver Shopping before registering an ad. Once completed, you can proceed within the [Ad Management > Shopping Vertical Management] menu, and the advertisement will be processed with Naver Shopping recharge. ■ How to enter a Naver Shopping store | Set up 'Naver Shopping' linkage in the [Exposure Management > Exposure Service Management] menu ※ reference. When linking with Naver Shopping, reflection time may take up to 3 hours.■ How to register shopping vertical advertisement 1. [Ad Management > Shopping Vertical Management] Access ‘Campaign Registration/Management’ in the menu. 2. Click +Register Campaign3. Please register by entering information from STEP 1 to 3. - STEP1. Campaign settings: Campaign name, budget setting (daily, no limit), period setting · Budget ranges from a minimum of 10,000 won to 1 million won and can be set in 10 won increments. - STEP2. Advertising product settings: Load and register products for which you want to advertise · You can only view and register up to 100 products that are in Fashion Town and on display + on sale. · You can also delete imported products from the list. -STEP3. Check recharge amount · Naver Shopping recharge amount held by the seller is exposed, and if it is missing or insufficient, it must be recharged. 4. Click Save (Registration complete)※ Note. · Advertising products are exposed according to the set exposure period, and the maximum reflection time takes 30 minutes to 1 hour. · Can be checked in the campaign registration/management list.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
